"date","geography","SIP"
2020-04-21,"Czech Republic",2
2020-04-22,"Czech Republic",2
2020-04-23,"Czech Republic",2
2020-04-24,"Czech Republic",2
2020-04-25,"Czech Republic",2
2020-04-26,"Czech Republic",2
2020-04-27,"Czech Republic",2
2020-04-28,"Czech Republic",2
2020-04-29,"Czech Republic",2
2020-04-30,"Czech Republic",2
2020-05-01,"Czech Republic",2
2020-05-02,"Czech Republic",2
2020-05-03,"Czech Republic",2
2020-05-04,"Czech Republic",2
2020-05-05,"Czech Republic",2
2020-05-06,"Czech Republic",2
2020-05-07,"Czech Republic",2
2020-05-08,"Czech Republic",2
2020-05-09,"Czech Republic",2
2020-05-10,"Czech Republic",2
2020-05-11,"Czech Republic",2
2020-05-12,"Czech Republic",2
2020-05-13,"Czech Republic",2
2020-05-14,"Czech Republic",2
2020-05-15,"Czech Republic",2
2020-05-16,"Czech Republic",2
2020-05-17,"Czech Republic",2
2020-05-18,"Czech Republic",2
2020-05-19,"Czech Republic",2
2020-05-20,"Czech Republic",2
2020-05-21,"Czech Republic",2
2020-05-22,"Czech Republic",2
2020-05-23,"Czech Republic",2
2020-05-24,"Czech Republic",2
2020-05-25,"Czech Republic",1
2020-05-26,"Czech Republic",1
2020-05-27,"Czech Republic",1
2020-05-28,"Czech Republic",1
2020-05-29,"Czech Republic",1
2020-05-30,"Czech Republic",1
2020-05-31,"Czech Republic",1
2020-02-15,"Denmark",0
2020-02-16,"Denmark",0
2020-02-17,"Denmark",0
2020-02-18,"Denmark",0
2020-02-19,"Denmark",0
2020-02-20,"Denmark",0
2020-02-21,"Denmark",0
2020-02-22,"Denmark",0
2020-02-23,"Denmark",0
2020-02-24,"Denmark",0
2020-02-25,"Denmark",0
2020-02-26,"Denmark",0
2020-02-27,"Denmark",0
2020-02-28,"Denmark",0
2020-02-29,"Denmark",0
2020-03-01,"Denmark",0
2020-03-02,"Denmark",0
2020-03-03,"Denmark",0
2020-03-04,"Denmark",0
2020-03-05,"Denmark",0
2020-03-06,"Denmark",0
2020-03-07,"Denmark",0
2020-03-08,"Denmark",0
2020-03-09,"Denmark",0
2020-03-10,"Denmark",0
2020-03-11,"Denmark",2
2020-03-12,"Denmark",2
2020-03-13,"Denmark",2
2020-03-14,"Denmark",2
2020-03-15,"Denmark",2
2020-03-16,"Denmark",3
2020-03-17,"Denmark",3
2020-03-18,"Denmark",3
2020-03-19,"Denmark",3
2020-03-20,"Denmark",3
2020-03-21,"Denmark",3
2020-03-22,"Denmark",3
2020-03-23,"Denmark",3
2020-03-24,"Denmark",3
2020-03-25,"Denmark",3
2020-03-26,"Denmark",3
2020-03-27,"Denmark",3
2020-03-28,"Denmark",3
2020-03-29,"Denmark",3
2020-03-30,"Denmark",3
2020-03-31,"Denmark",3
2020-04-01,"Denmark",3
2020-04-02,"Denmark",3
2020-04-03,"Denmark",3
2020-04-04,"Denmark",3
2020-04-05,"Denmark",3
2020-04-06,"Denmark",3
2020-04-07,"Denmark",3
2020-04-08,"Denmark",3
2020-04-09,"Denmark",3
2020-04-10,"Denmark",3
2020-04-11,"Denmark",3
2020-04-12,"Denmark",3
2020-04-13,"Denmark",3
2020-04-14,"Denmark",3
2020-04-15,"Denmark",2
2020-04-16,"Denmark",2
2020-04-17,"Denmark",2
2020-04-18,"Denmark",2
2020-04-19,"Denmark",2
2020-04-20,"Denmark",2
2020-04-21,"Denmark",2
2020-04-22,"Denmark",2
2020-04-23,"Denmark",2
2020-04-24,"Denmark",2
2020-04-25,"Denmark",2
2020-04-26,"Denmark",2
2020-04-27,"Denmark",2
2020-04-28,"Denmark",2
2020-04-29,"Denmark",2
2020-04-30,"Denmark",2
2020-05-01,"Denmark",2
2020-05-02,"Denmark",2
2020-05-03,"Denmark",2
2020-05-04,"Denmark",2
2020-05-05,"Denmark",2
2020-05-06,"Denmark",2
2020-05-07,"Denmark",2
2020-05-08,"Denmark",2
2020-05-09,"Denmark",2
2020-05-10,"Denmark",2
2020-05-11,"Denmark",2
2020-05-12,"Denmark",2
2020-05-13,"Denmark",2
2020-05-14,"Denmark",2
2020-05-15,"Denmark",2
2020-05-16,"Denmark",2
2020-05-17,"Denmark",2
2020-05-18,"Denmark",1
2020-05-19,"Denmark",1
2020-05-20,"Denmark",1
2020-05-21,"Denmark",1
2020-05-22,"Denmark",1
2020-05-23,"Denmark",1
2020-05-24,"Denmark",1
2020-05-25,"Denmark",1
2020-05-26,"Denmark",1
2020-05-27,"Denmark",1
2020-05-28,"Denmark",1
2020-05-29,"Denmark",1
2020-05-30,"Denmark",1
2020-05-31,"Denmark",1
2020-02-15,"Estonia",0
2020-02-16,"Estonia",0
2020-02-17,"Estonia",0
2020-02-18,"Estonia",0
2020-02-19,"Estonia",0
2020-02-20,"Estonia",0
2020-02-21,"Estonia",0
2020-02-22,"Estonia",0
2020-02-23,"Estonia",0
2020-02-24,"Estonia",0
2020-02-25,"Estonia",0
2020-02-26,"Estonia",0
2020-02-27,"Estonia",0
2020-02-28,"Estonia",0
2020-02-29,"Estonia",0
2020-03-01,"Estonia",0
2020-03-02,"Estonia",0
2020-03-03,"Estonia",0
2020-03-04,"Estonia",0
2020-03-05,"Estonia",0
2020-03-06,"Estonia",0
2020-03-07,"Estonia",0
2020-03-08,"Estonia",0
2020-03-09,"Estonia",0
2020-03-10,"Estonia",0
2020-03-11,"Estonia",0
2020-03-12,"Estonia",0
2020-03-13,"Estonia",0
2020-03-14,"Estonia",0
2020-03-15,"Estonia",0
2020-03-16,"Estonia",2
2020-03-17,"Estonia",2
2020-03-18,"Estonia",2
2020-03-19,"Estonia",2
2020-03-20,"Estonia",2
2020-03-21,"Estonia",2
2020-03-22,"Estonia",2
2020-03-23,"Estonia",2
2020-03-24,"Estonia",2
2020-03-25,"Estonia",2
2020-03-26,"Estonia",2
2020-03-27,"Estonia",2
2020-03-28,"Estonia",2
2020-03-29,"Estonia",2
2020-03-30,"Estonia",2
2020-03-31,"Estonia",2
2020-04-01,"Estonia",2
2020-04-02,"Estonia",2
2020-04-03,"Estonia",2
2020-04-04,"Estonia",2
2020-04-05,"Estonia",2
2020-04-06,"Estonia",2
2020-04-07,"Estonia",2
2020-04-08,"Estonia",2
2020-04-09,"Estonia",2
2020-04-10,"Estonia",2
2020-04-11,"Estonia",2
2020-04-12,"Estonia",2
2020-04-13,"Estonia",2
2020-04-14,"Estonia",2
2020-04-15,"Estonia",2
2020-04-16,"Estonia",2
2020-04-17,"Estonia",2
2020-04-18,"Estonia",2
2020-04-19,"Estonia",2
2020-04-20,"Estonia",2
2020-04-21,"Estonia",2
2020-04-22,"Estonia",2
2020-04-23,"Estonia",2
2020-04-24,"Estonia",2
2020-04-25,"Estonia",2
2020-04-26,"Estonia",2
2020-04-27,"Estonia",2
2020-04-28,"Estonia",2
2020-04-29,"Estonia",2
2020-04-30,"Estonia",2
2020-05-01,"Estonia",2
2020-05-02,"Estonia",2
2020-05-03,"Estonia",2
2020-05-04,"Estonia",2
2020-05-05,"Estonia",2
2020-05-06,"Estonia",2
2020-05-07,"Estonia",2
2020-05-08,"Estonia",2
2020-05-09,"Estonia",2
2020-05-10,"Estonia",2
2020-05-11,"Estonia",2
2020-05-12,"Estonia",2
2020-05-13,"Estonia",2
2020-05-14,"Estonia",2
2020-05-15,"Estonia",1
2020-05-16,"Estonia",1
2020-05-17,"Estonia",1
2020-05-18,"Estonia",1
2020-05-19,"Estonia",1
2020-05-20,"Estonia",1
2020-05-21,"Estonia",1
2020-05-22,"Estonia",1
2020-05-23,"Estonia",1
2020-05-24,"Estonia",1
2020-05-25,"Estonia",1
2020-05-26,"Estonia",1
2020-05-27,"Estonia",1
2020-05-28,"Estonia",1
2020-05-29,"Estonia",1
2020-05-30,"Estonia",1
2020-05-31,"Estonia",1
2020-02-15,"Finland",0
2020-02-16,"Finland",0
2020-02-17,"Finland",0
2020-02-18,"Finland",0
2020-02-19,"Finland",0
2020-02-20,"Finland",0
2020-02-21,"Finland",0
2020-02-22,"Finland",0
2020-02-23,"Finland",0
2020-02-24,"Finland",0
2020-02-25,"Finland",0
2020-02-26,"Finland",0
2020-02-27,"Finland",0
2020-02-28,"Finland",0
2020-02-29,"Finland",0
2020-03-01,"Finland",0
2020-03-02,"Finland",0
2020-03-03,"Finland",0
2020-03-04,"Finland",0
2020-03-05,"Finland",0
2020-03-06,"Finland",0
2020-03-07,"Finland",0
2020-03-08,"Finland",0
2020-03-09,"Finland",0
2020-03-10,"Finland",0
2020-03-11,"Finland",0
2020-03-12,"Finland",0
2020-03-13,"Finland",0
2020-03-14,"Finland",0
2020-03-15,"Finland",0
2020-03-16,"Finland",2
2020-03-17,"Finland",2
2020-03-18,"Finland",2
2020-03-19,"Finland",2
2020-03-20,"Finland",2
2020-03-21,"Finland",2
2020-03-22,"Finland",2
2020-03-23,"Finland",2
2020-03-24,"Finland",2
2020-03-25,"Finland",2
2020-03-26,"Finland",2
2020-03-27,"Finland",2
2020-03-28,"Finland",2
2020-03-29,"Finland",2
2020-03-30,"Finland",2
2020-03-31,"Finland",2
2020-04-01,"Finland",2
2020-04-02,"Finland",2
2020-04-03,"Finland",2
2020-04-04,"Finland",2
2020-04-05,"Finland",2
2020-04-06,"Finland",2
2020-04-07,"Finland",2
2020-04-08,"Finland",2
2020-04-09,"Finland",2
2020-04-10,"Finland",2
2020-04-11,"Finland",2
2020-04-12,"Finland",2
2020-04-13,"Finland",2
2020-04-14,"Finland",2
2020-04-15,"Finland",2
2020-04-16,"Finland",2
2020-04-17,"Finland",2
2020-04-18,"Finland",2
2020-04-19,"Finland",2
2020-04-20,"Finland",2
2020-04-21,"Finland",2
2020-04-22,"Finland",2
2020-04-23,"Finland",2
2020-04-24,"Finland",2
2020-04-25,"Finland",2
2020-04-26,"Finland",2
2020-04-27,"Finland",2
2020-04-28,"Finland",2
2020-04-29,"Finland",2
2020-04-30,"Finland",2
2020-05-01,"Finland",2
2020-05-02,"Finland",2
2020-05-03,"Finland",2
2020-05-04,"Finland",2
2020-05-05,"Finland",2
2020-05-06,"Finland",2
2020-05-07,"Finland",2
2020-05-08,"Finland",2
2020-05-09,"Finland",2
2020-05-10,"Finland",2
2020-05-11,"Finland",2
2020-05-12,"Finland",2
2020-05-13,"Finland",2
2020-05-14,"Finland",1
2020-05-15,"Finland",1
2020-05-16,"Finland",1
2020-05-17,"Finland",1
2020-05-18,"Finland",1
2020-05-19,"Finland",1
2020-05-20,"Finland",1
2020-05-21,"Finland",1
2020-05-22,"Finland",1
2020-05-23,"Finland",1
2020-05-24,"Finland",1
2020-05-25,"Finland",1
2020-05-26,"Finland",1
2020-05-27,"Finland",1
2020-05-28,"Finland",1
2020-05-29,"Finland",1
2020-05-30,"Finland",1
2020-05-31,"Finland",1
2020-02-15,"France",0
2020-02-16,"France",0
2020-02-17,"France",0
2020-02-18,"France",0
2020-02-19,"France",0
2020-02-20,"France",0
2020-02-21,"France",0
2020-02-22,"France",0
2020-02-23,"France",0
2020-02-24,"France",0
2020-02-25,"France",0
2020-02-26,"France",0
2020-02-27,"France",0
2020-02-28,"France",0
2020-02-29,"France",1
2020-03-01,"France",1
2020-03-02,"France",1
2020-03-03,"France",1
2020-03-04,"France",1
2020-03-05,"France",1
2020-03-06,"France",1
2020-03-07,"France",1
2020-03-08,"France",1
2020-03-09,"France",1
2020-03-10,"France",1
2020-03-11,"France",1
2020-03-12,"France",2
2020-03-13,"France",2
2020-03-14,"France",2
2020-03-15,"France",2
2020-03-16,"France",2
2020-03-17,"France",3
2020-03-18,"France",3
2020-03-19,"France",3
2020-03-20,"France",3
2020-03-21,"France",3
2020-03-22,"France",3
2020-03-23,"France",3
2020-03-24,"France",3
2020-03-25,"France",3
2020-03-26,"France",3
2020-03-27,"France",3
2020-03-28,"France",3
2020-03-29,"France",3
2020-03-30,"France",3
2020-03-31,"France",3
2020-04-01,"France",3
2020-04-02,"France",3
2020-04-03,"France",3
2020-04-04,"France",3
2020-04-05,"France",3
2020-04-06,"France",3
2020-04-07,"France",3
2020-04-08,"France",3
2020-04-09,"France",3
2020-04-10,"France",3
2020-04-11,"France",3
2020-04-12,"France",3
2020-04-13,"France",3
2020-04-14,"France",3
2020-04-15,"France",3
2020-04-16,"France",3
2020-04-17,"France",3
2020-04-18,"France",3
2020-04-19,"France",3
2020-04-20,"France",3
2020-04-21,"France",3
2020-04-22,"France",3
2020-04-23,"France",3
2020-04-24,"France",3
2020-04-25,"France",3
2020-04-26,"France",3
2020-04-27,"France",3
2020-04-28,"France",3
2020-04-29,"France",3
2020-04-30,"France",3
2020-05-01,"France",3
2020-05-02,"France",3
2020-05-03,"France",3
2020-05-04,"France",3
2020-05-05,"France",3
2020-05-06,"France",3
2020-05-07,"France",3
2020-05-08,"France",3
2020-05-09,"France",3
2020-05-10,"France",3
2020-05-11,"France",2
2020-05-12,"France",2
2020-05-13,"France",2
2020-05-14,"France",2
2020-05-15,"France",2
2020-05-16,"France",2
2020-05-17,"France",2
2020-05-18,"France",2
2020-05-19,"France",2
2020-05-20,"France",2
2020-05-21,"France",2
2020-05-22,"France",2
2020-05-23,"France",2
2020-05-24,"France",2
2020-05-25,"France",2
2020-05-26,"France",2
2020-05-27,"France",2
2020-05-28,"France",2
2020-05-29,"France",2
2020-05-30,"France",2
2020-05-31,"France",2
2020-02-15,"Germany",0
2020-02-16,"Germany",0
2020-02-17,"Germany",0
2020-02-18,"Germany",0
2020-02-19,"Germany",0
2020-02-20,"Germany",0
2020-02-21,"Germany",0
2020-02-22,"Germany",0
2020-02-23,"Germany",0
2020-02-24,"Germany",0
2020-02-25,"Germany",0
2020-02-26,"Germany",0
2020-02-27,"Germany",0
2020-02-28,"Germany",0
2020-02-29,"Germany",0
2020-03-01,"Germany",0
2020-03-02,"Germany",0
2020-03-03,"Germany",0
2020-03-04,"Germany",0
2020-03-05,"Germany",0
2020-03-06,"Germany",0
2020-03-07,"Germany",0
2020-03-08,"Germany",0
2020-03-09,"Germany",0
2020-03-10,"Germany",0
2020-03-11,"Germany",0
2020-03-12,"Germany",0
2020-03-13,"Germany",0
2020-03-14,"Germany",0
2020-03-15,"Germany",0
2020-03-16,"Germany",2
2020-03-17,"Germany",2
2020-03-18,"Germany",2
2020-03-19,"Germany",2
2020-03-20,"Germany",2
2020-03-21,"Germany",2
2020-03-22,"Germany",2
2020-03-23,"Germany",3
2020-03-24,"Germany",3
2020-03-25,"Germany",3
2020-03-26,"Germany",3
2020-03-27,"Germany",3
2020-03-28,"Germany",3
2020-03-29,"Germany",3
2020-03-30,"Germany",3
2020-03-31,"Germany",3
2020-04-01,"Germany",3
2020-04-02,"Germany",3
2020-04-03,"Germany",3
2020-04-04,"Germany",3
2020-04-05,"Germany",3
2020-04-06,"Germany",3
2020-04-07,"Germany",3
2020-04-08,"Germany",3
2020-04-09,"Germany",3
2020-04-10,"Germany",3
2020-04-11,"Germany",3
2020-04-12,"Germany",3
2020-04-13,"Germany",3
2020-04-14,"Germany",3
2020-04-15,"Germany",3
2020-04-16,"Germany",3
2020-04-17,"Germany",3
2020-04-18,"Germany",3
2020-04-19,"Germany",3
2020-04-20,"Germany",2
2020-04-21,"Germany",2
2020-04-22,"Germany",2
2020-04-23,"Germany",2
2020-04-24,"Germany",2
2020-04-25,"Germany",2
2020-04-26,"Germany",2
2020-04-27,"Germany",2
2020-04-28,"Germany",2
2020-04-29,"Germany",2
2020-04-30,"Germany",2
2020-05-01,"Germany",2
2020-05-02,"Germany",2
2020-05-03,"Germany",2
2020-05-04,"Germany",1
2020-05-05,"Germany",1
2020-05-06,"Germany",1
2020-05-07,"Germany",1
2020-05-08,"Germany",1
2020-05-09,"Germany",1
2020-05-10,"Germany",1
2020-05-11,"Germany",1
2020-05-12,"Germany",1
2020-05-13,"Germany",1
2020-05-14,"Germany",1
2020-05-15,"Germany",1
2020-05-16,"Germany",1
2020-05-17,"Germany",1
2020-05-18,"Germany",1
2020-05-19,"Germany",1
2020-05-20,"Germany",1
2020-05-21,"Germany",1
2020-05-22,"Germany",1
2020-05-23,"Germany",1
2020-05-24,"Germany",1
2020-05-25,"Germany",1
2020-05-26,"Germany",1
2020-05-27,"Germany",1
2020-05-28,"Germany",1
2020-05-29,"Germany",1
2020-05-30,"Germany",1
2020-05-31,"Germany",1
2020-02-15,"Greece",0
2020-02-16,"Greece",0
2020-02-17,"Greece",0
2020-02-18,"Greece",0
2020-02-19,"Greece",0
2020-02-20,"Greece",0
2020-02-21,"Greece",0
2020-02-22,"Greece",0
2020-02-23,"Greece",0
2020-02-24,"Greece",0
2020-02-25,"Greece",0
2020-02-26,"Greece",0
2020-02-27,"Greece",0
2020-02-28,"Greece",0
2020-02-29,"Greece",0
2020-03-01,"Greece",0
2020-03-02,"Greece",0
2020-03-03,"Greece",0
2020-03-04,"Greece",0
2020-03-05,"Greece",0
2020-03-06,"Greece",0
2020-03-07,"Greece",0
2020-03-08,"Greece",0
2020-03-09,"Greece",1
2020-03-10,"Greece",1
2020-03-11,"Greece",1
2020-03-12,"Greece",1
2020-03-13,"Greece",2
2020-03-14,"Greece",2
2020-03-15,"Greece",2
2020-03-16,"Greece",2
2020-03-17,"Greece",2
2020-03-18,"Greece",2
2020-03-19,"Greece",2
2020-03-20,"Greece",2
2020-03-21,"Greece",2
2020-03-22,"Greece",2
2020-03-23,"Greece",3
2020-03-24,"Greece",3
2020-03-25,"Greece",3
2020-03-26,"Greece",3
2020-03-27,"Greece",3
2020-03-28,"Greece",3
2020-03-29,"Greece",3
2020-03-30,"Greece",3
2020-03-31,"Greece",3
2020-04-01,"Greece",3
2020-04-02,"Greece",3
2020-04-03,"Greece",3
2020-04-04,"Greece",3
2020-04-05,"Greece",3
2020-04-06,"Greece",3
2020-04-07,"Greece",3
2020-04-08,"Greece",3
2020-04-09,"Greece",3
2020-04-10,"Greece",3
2020-04-11,"Greece",3
2020-04-12,"Greece",3
2020-04-13,"Greece",3
2020-04-14,"Greece",3
2020-04-15,"Greece",3
2020-04-16,"Greece",3
2020-04-17,"Greece",3
2020-04-18,"Greece",3
2020-04-19,"Greece",3
2020-04-20,"Greece",3
2020-04-21,"Greece",3
2020-04-22,"Greece",3
2020-04-23,"Greece",3
2020-04-24,"Greece",3
2020-04-25,"Greece",3
2020-04-26,"Greece",3
2020-04-27,"Greece",3
2020-04-28,"Greece",3
2020-04-29,"Greece",3
2020-04-30,"Greece",3
2020-05-01,"Greece",3
2020-05-02,"Greece",3
2020-05-03,"Greece",3
2020-05-04,"Greece",2
2020-05-05,"Greece",2
2020-05-06,"Greece",2
2020-05-07,"Greece",2
2020-05-08,"Greece",2
2020-05-09,"Greece",2
2020-05-10,"Greece",2
2020-05-11,"Greece",2
2020-05-12,"Greece",2
2020-05-13,"Greece",2
2020-05-14,"Greece",2
2020-05-15,"Greece",2
2020-05-16,"Greece",2
2020-05-17,"Greece",2
2020-05-18,"Greece",2
2020-05-19,"Greece",2
2020-05-20,"Greece",2
2020-05-21,"Greece",2
2020-05-22,"Greece",2
2020-05-23,"Greece",2
2020-05-24,"Greece",2
2020-05-25,"Greece",2
2020-05-26,"Greece",2
2020-05-27,"Greece",2
2020-05-28,"Greece",2
2020-05-29,"Greece",2
2020-05-30,"Greece",2
2020-05-31,"Greece",2
2020-02-15,"Hungary",0
2020-02-16,"Hungary",0
2020-02-17,"Hungary",0
2020-02-18,"Hungary",0
2020-02-19,"Hungary",0
2020-02-20,"Hungary",0
2020-02-21,"Hungary",0
2020-02-22,"Hungary",0
2020-02-23,"Hungary",0
2020-02-24,"Hungary",0
2020-02-25,"Hungary",0
2020-02-26,"Hungary",0
2020-02-27,"Hungary",0
2020-02-28,"Hungary",0
2020-02-29,"Hungary",0
2020-03-01,"Hungary",0
2020-03-02,"Hungary",0
2020-03-03,"Hungary",0
2020-03-04,"Hungary",0
2020-03-05,"Hungary",0
2020-03-06,"Hungary",0
2020-03-07,"Hungary",0
2020-03-08,"Hungary",0
2020-03-09,"Hungary",0
2020-03-10,"Hungary",0
2020-03-11,"Hungary",2
2020-03-12,"Hungary",2
2020-03-13,"Hungary",2
2020-03-14,"Hungary",2
2020-03-15,"Hungary",2
2020-03-16,"Hungary",2
2020-03-17,"Hungary",2
2020-03-18,"Hungary",2
2020-03-19,"Hungary",2
2020-03-20,"Hungary",2
2020-03-21,"Hungary",2
2020-03-22,"Hungary",2
2020-03-23,"Hungary",2
2020-03-24,"Hungary",2
2020-03-25,"Hungary",2
2020-03-26,"Hungary",2
2020-03-27,"Hungary",2
2020-03-28,"Hungary",3
2020-03-29,"Hungary",3
2020-03-30,"Hungary",3
2020-03-31,"Hungary",3
2020-04-01,"Hungary",3
2020-04-02,"Hungary",3
2020-04-03,"Hungary",3
2020-04-04,"Hungary",3
2020-04-05,"Hungary",3
2020-04-06,"Hungary",3
2020-04-07,"Hungary",3
2020-04-08,"Hungary",3
2020-04-09,"Hungary",3
2020-04-10,"Hungary",3
2020-04-11,"Hungary",3
2020-04-12,"Hungary",3
2020-04-13,"Hungary",3
2020-04-14,"Hungary",3
2020-04-15,"Hungary",3
2020-04-16,"Hungary",3
2020-04-17,"Hungary",3
2020-04-18,"Hungary",3
2020-04-19,"Hungary",3
2020-04-20,"Hungary",3
2020-04-21,"Hungary",3
2020-04-22,"Hungary",3
2020-04-23,"Hungary",3
2020-04-24,"Hungary",3
2020-04-25,"Hungary",3
2020-04-26,"Hungary",3
2020-04-27,"Hungary",3
2020-04-28,"Hungary",3
2020-04-29,"Hungary",3
2020-04-30,"Hungary",3
2020-05-01,"Hungary",3
2020-05-02,"Hungary",3
2020-05-03,"Hungary",3
2020-05-04,"Hungary",2
2020-05-05,"Hungary",2
2020-05-06,"Hungary",2
2020-05-07,"Hungary",2
2020-05-08,"Hungary",2
2020-05-09,"Hungary",2
2020-05-10,"Hungary",2
2020-05-11,"Hungary",2
2020-05-12,"Hungary",2
2020-05-13,"Hungary",2
2020-05-14,"Hungary",2
2020-05-15,"Hungary",2
2020-05-16,"Hungary",2
2020-05-17,"Hungary",2
2020-05-18,"Hungary",1
2020-05-19,"Hungary",1
2020-05-20,"Hungary",1
2020-05-21,"Hungary",1
2020-05-22,"Hungary",1
2020-05-23,"Hungary",1
2020-05-24,"Hungary",1
2020-05-25,"Hungary",1
2020-05-26,"Hungary",1
2020-05-27,"Hungary",1
2020-05-28,"Hungary",1
2020-05-29,"Hungary",1
2020-05-30,"Hungary",1
2020-05-31,"Hungary",1
2020-02-15,"India",1
2020-02-16,"India",1
2020-02-17,"India",1
2020-02-18,"India",1
2020-02-19,"India",1
2020-02-20,"India",1
2020-02-21,"India",1
2020-02-22,"India",1
2020-02-23,"India",1
2020-02-24,"India",1
2020-02-25,"India",1
2020-02-26,"India",1
2020-02-27,"India",1
2020-02-28,"India",1
2020-02-29,"India",1
2020-03-01,"India",1
2020-03-02,"India",1
2020-03-03,"India",1
2020-03-04,"India",1
2020-03-05,"India",1
2020-03-06,"India",1
2020-03-07,"India",1
2020-03-08,"India",1
2020-03-09,"India",1
2020-03-10,"India",1
2020-03-11,"India",1
2020-03-12,"India",1
2020-03-13,"India",1
2020-03-14,"India",1
2020-03-15,"India",1
2020-03-16,"India",2
2020-03-17,"India",2
2020-03-18,"India",2
2020-03-19,"India",2
2020-03-20,"India",2
2020-03-21,"India",2
2020-03-22,"India",2
2020-03-23,"India",2
2020-03-24,"India",2
2020-03-25,"India",3
2020-03-26,"India",3
2020-03-27,"India",3
2020-03-28,"India",3
2020-03-29,"India",3
2020-03-30,"India",3
2020-03-31,"India",3
2020-04-01,"India",3
2020-04-02,"India",3
2020-04-03,"India",3
2020-04-04,"India",3
2020-04-05,"India",3
2020-04-06,"India",3
2020-04-07,"India",3
2020-04-08,"India",3
2020-04-09,"India",3
2020-04-10,"India",3
2020-04-11,"India",3
2020-04-12,"India",3
2020-04-13,"India",3
2020-04-14,"India",3
2020-04-15,"India",3
2020-04-16,"India",3
2020-04-17,"India",3
2020-04-18,"India",3
2020-04-19,"India",3
2020-04-20,"India",3
2020-04-21,"India",3
2020-04-22,"India",3
2020-04-23,"India",3
2020-04-24,"India",3
2020-04-25,"India",3
2020-04-26,"India",3
2020-04-27,"India",3
2020-04-28,"India",3
2020-04-29,"India",3
2020-04-30,"India",3
2020-05-01,"India",3
2020-05-02,"India",3
2020-05-03,"India",2
2020-05-04,"India",2
2020-05-05,"India",2
2020-05-06,"India",2
2020-05-07,"India",2
2020-05-08,"India",2
2020-05-09,"India",2
2020-05-10,"India",2
2020-05-11,"India",2
2020-05-12,"India",2
2020-05-13,"India",2
2020-05-14,"India",2
2020-05-15,"India",2
2020-05-16,"India",2
2020-05-17,"India",2
2020-05-18,"India",2
2020-05-19,"India",2
2020-05-20,"India",2
2020-05-21,"India",2
2020-05-22,"India",2
2020-05-23,"India",2
2020-05-24,"India",2
2020-05-25,"India",2
2020-05-26,"India",2
2020-05-27,"India",2
2020-05-28,"India",2
2020-05-29,"India",2
2020-05-30,"India",2
2020-05-31,"India",2
2020-02-15,"Ireland",0
2020-02-16,"Ireland",0
2020-02-17,"Ireland",0
2020-02-18,"Ireland",0
2020-02-19,"Ireland",0
2020-02-20,"Ireland",0
2020-02-21,"Ireland",0
2020-02-22,"Ireland",0
2020-02-23,"Ireland",0
2020-02-24,"Ireland",0
2020-02-25,"Ireland",0
2020-02-26,"Ireland",0
2020-02-27,"Ireland",0
2020-02-28,"Ireland",0
2020-02-29,"Ireland",1
2020-03-01,"Ireland",1
2020-03-02,"Ireland",1
2020-03-03,"Ireland",1
2020-03-04,"Ireland",1
2020-03-05,"Ireland",1
2020-03-06,"Ireland",1
2020-03-07,"Ireland",1
2020-03-08,"Ireland",1
2020-03-09,"Ireland",1
2020-03-10,"Ireland",1
2020-03-11,"Ireland",1
2020-03-12,"Ireland",2
2020-03-13,"Ireland",2
2020-03-14,"Ireland",2
2020-03-15,"Ireland",2
2020-03-16,"Ireland",2
2020-03-17,"Ireland",2
2020-03-18,"Ireland",2
2020-03-19,"Ireland",2
2020-03-20,"Ireland",2
2020-03-21,"Ireland",2
2020-03-22,"Ireland",2
2020-03-23,"Ireland",2
2020-03-24,"Ireland",2
2020-03-25,"Ireland",2
2020-03-26,"Ireland",2
2020-03-27,"Ireland",2
2020-03-28,"Ireland",3
2020-03-29,"Ireland",3
2020-03-30,"Ireland",3
2020-03-31,"Ireland",3
2020-04-01,"Ireland",3
2020-04-02,"Ireland",3
2020-04-03,"Ireland",3
2020-04-04,"Ireland",3
2020-04-05,"Ireland",3
2020-04-06,"Ireland",3
2020-04-07,"Ireland",3
2020-04-08,"Ireland",3
2020-04-09,"Ireland",3
2020-04-10,"Ireland",3
2020-04-11,"Ireland",3
2020-04-12,"Ireland",3
2020-04-13,"Ireland",3
2020-04-14,"Ireland",3
2020-04-15,"Ireland",3
2020-04-16,"Ireland",3
2020-04-17,"Ireland",3
2020-04-18,"Ireland",3
2020-04-19,"Ireland",3
2020-04-20,"Ireland",3
2020-04-21,"Ireland",3
2020-04-22,"Ireland",3
2020-04-23,"Ireland",3
2020-04-24,"Ireland",3
2020-04-25,"Ireland",3
2020-04-26,"Ireland",3
2020-04-27,"Ireland",3
2020-04-28,"Ireland",3
2020-04-29,"Ireland",3
2020-04-30,"Ireland",3
2020-05-01,"Ireland",3
2020-05-02,"Ireland",3
2020-05-03,"Ireland",3
2020-05-04,"Ireland",3
2020-05-05,"Ireland",3
2020-05-06,"Ireland",3
2020-05-07,"Ireland",3
2020-05-08,"Ireland",3
2020-05-09,"Ireland",3
2020-05-10,"Ireland",3
2020-05-11,"Ireland",3
2020-05-12,"Ireland",3
2020-05-13,"Ireland",3
2020-05-14,"Ireland",3
2020-05-15,"Ireland",3
2020-05-16,"Ireland",3
2020-05-17,"Ireland",3
2020-05-18,"Ireland",2
